nome;preco;genero;loja;adulta;cultivo;clima;luminosidade;umidade
Oncidium croesus x longipes;;outros;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
"Oncidium equitante ""Tolumnia"" Diversos";;outros;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Vegeta bem em todo tipo de clima;Sombreamento: de 50 a 70%;Umidade no Ambiente: Alta
Oncidium ornitorrinchum;;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 60 a 70%;Umidade no Ambiente: Média 
Oncidium Twinkle Amarelo;;outros;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 60 a 70%;Umidade no Ambiente: Média 
Oncidium Twinkle Red;;outros;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 60 a 70%;Umidade no Ambiente: Média 
"Oncidopsis Pacific Paragon ""Honey Butter""";;outros;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Oncidopsis Pacific Paragon;;outros;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Paphiopedilum leeanum;;outros;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Alta
Paphiopedilum maudiae Red;;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Alta
Phalaenopsis alba Com Botao/Flor;;outros;3;;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Amarela Especial 08;;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Amarela Pintada;;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Branca Pintada;;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Diversas com Haste;;outros;3;;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial 28;;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial 29;;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial 46;;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial Meristema 32;;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial Meristema Mini 10;;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial Mini 12 Com Flor;;outros;3;;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial Mini 13 Com Flor;;outros;3;;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial Mini 16 Com Flor;;outros;3;;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial Mini 20 Com Flor;;outros;3;;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial Mini 24 Com Flor;;outros;3;;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial Mini 33;;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial Mini 35;;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial Mini 38;;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Exotica Com Vaso 01;;outros;3;;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Micro 02;;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Micro 07;;outros;3;;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Pink Multi Floral;;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Rosa;;outros;3;AD; com bom adubo foliar e orgânico a cada 2 meses Nível de Dificuldade no Cultivo: Médio Origem: Ásia Outras Características: Gosta de substrato novo. O ideal é trocar a cada ano e meio o substrato e usar de preferência vaso de plástico;;Sombreamento: 70% ;
Pholidota imbricata;;outros;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: de 60 a 70%;o falte umidade na planta
Stenoglottis longifolia;;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Alta no período de desenvolvimento e baixa no período de dormência da planta
Vermelha Wilsonara Red Heaven;;outros;3;AD;Nível de Dificuldade no Cultivo: Fácil;;Sombreamento: de 60 a 70%;
s Colmanara Jungle Monarch;;outros;3;AD;Nível de Dificuldade no Cultivo: Fáil em clima ameno. Não gosta de estufas muito quentes;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
s Lc. Luminosa;;outros;3;;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
s Zygopetalum Redvale;;outros;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: de 60 a 70%;o falte umidade na planta
Pague 5 leve 6 Colmanaras Diversas;;outros;3;AD;Nível de Dificuldade no Cultivo: Fáil em clima ameno. Não gosta de estufas muito quentes;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Média
Pague 5 leve 6 Miltonia Colombiana Diversas;;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70 a 80%;
Pague 5 leve 6 Odontos;;outros;3;;" Nível de Dificuldade no Cultivo: Fácil em clima ameno. Não gosta de estufas muito quentes; Origem: Vários países por ser um híbrido intergenérico";clima ameno;Sombreamento: 70%;
Pague 5 leve 6 Orquideas Phalaenopsis Branca Pintada;;outros;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Arundina graminifolia semi-alba;R$ 15,00;outros;3;NBS;;;;
Spathoglottis unguiculata;R$ 25,00;outros;3;;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: de 60 a 70%;
Phaius tankervilleae;;outros;3;NBS;Nível de Dificuldade no Cultivo: Fácil ;Clima: Tropical;Sombreamento: 60%;Umidade no Ambiente: Média
Spathoglottis Amarela kimballiana;;outros;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: de 60 a 70%;
Spathoglottis kimballiana x plicata;;outros;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: de 60 a 70%;
Spathoglottis White Angel;;outros;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: de 60 a 70%;
"Compre Paphiopedilum Maudiae Red e ""Green""";R$ 130,00;paphiopedilum;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Alta
Compre Paphiopedilum Maudiae Red e Yellow Master;R$ 130,00;paphiopedilum;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Alta
Paphiopedilum Big Brown 2;R$ 75,00;paphiopedilum;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Alta
Paphiopedilum Big Brown 2;R$ 50,00;paphiopedilum;3;NBS;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Alta
"Paphiopedilum maudiae ""Green""";R$ 75,00;paphiopedilum;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Alta
Paphiopedilum maudiae Red;R$ 75,00;paphiopedilum;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Alta
Paphiopedilum Yellow Master;R$ 70,00;paphiopedilum;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Alta
Paphiopedilum Yellow Master;R$ 60,00;paphiopedilum;3;NBS;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Alta
Paphiopedilum leeanum;;paphiopedilum;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Alta
Paphiopedilum leeanum;;paphiopedilum;3;AD;Nível de Dificuldade no Cultivo: Fácil;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Alta
"Paphiopedilum maudiae ""Green""";;paphiopedilum;3;NBS;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Alta
Paphiopedilum maudiae Red;;paphiopedilum;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Alta
Paphiopedilum wardii;;paphiopedilum;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Alta
Phragmipedium Grande;;paphiopedilum;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Alta
Phragmipedium Sedenii;;paphiopedilum;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Tropical;Sombreamento: 70%;Umidade no Ambiente: Alta
Compre 3 Phalaenopsis alba;R$ 180,00;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis alba;R$ 33,00;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Branca Mini 06;R$ 29,90;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Diversas;R$ 200,00;phalaenopsis;3;NBS;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial Mini 25;R$ 34,90;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial Mini 27;R$ 34,90;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial Mini 43;R$ 39,90;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial Mini 44;R$ 34,90;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Exotico Diversas Cores;R$ 32,90;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Micro 04;R$ 29,90;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Mini Multi Floral;R$ 29,90;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Rosa;R$ 33,00;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
15 Mudas Phalaenopsis Diversas;;phalaenopsis;3;;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Conjunto Com 4 Orquideas Phalaenopsis 01;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Conjunto Com 4 Orquideas Phalaenopsis 02;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Conjunto Com 4 Orquideas Phalaenopsis Especiais Mini;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Conjunto Com 4 Orquideas Phalaenopsis Mini;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Doritis Pulcherrima;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Exotica Phalaenopsis Especial 37;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Para Presente;;phalaenopsis;3;;;;;
Para Presente;;phalaenopsis;3;;;;;
Para Presente;;phalaenopsis;3;;;;;
Para Presente;;phalaenopsis;3;;;;;
Para Presente;;phalaenopsis;3;;;;;
Para Presente;;phalaenopsis;3;;;;;
Para Presente;;phalaenopsis;3;;;;;
Para Presente;;phalaenopsis;3;;;;;
Para Presente;;phalaenopsis;3;;;;;
Para Presente;;phalaenopsis;3;;;;;
Para Presente;;phalaenopsis;3;;;;;
Para Presente;;phalaenopsis;3;;;;;
Para Presente;;phalaenopsis;3;;;;;
Para Presente;;phalaenopsis;3;;;;;
Para Presente;;phalaenopsis;3;;;;;
Para Presente;;phalaenopsis;3;;;;;
Para Presente;;phalaenopsis;3;;;;;
Phalaenopsis  Exotica  Especial 36;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis alba Com Botao/Flor;;phalaenopsis;3;;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Amarela Especial;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Amarela Especial 02;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Amarela Especial 04;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Amarela Especial 05;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Amarela Especial 06;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Amarela Especial 07;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Amarela Especial 08;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Amarela Pintada;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Amarela Pintada;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Amarela Pintada 02;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Amarela Pintada 03;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Branca Especial;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Branca Pintada;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Branca Pintada;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Diversas com Haste;;phalaenopsis;3;;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial 10;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial 11;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial 17;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial 18;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial 23;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial 24;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial 26;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial 28;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial 29;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial 29;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial 30;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial 34;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial 38;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial 39;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial 40;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial 40;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial 41;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial 42;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial 43;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial 44;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial 45;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial 46;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial 46;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial 47;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial 48;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial 49;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial 50;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial 51 Trilabelo;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial 52;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial 53;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial 54 Trilabelo;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial 55;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
Phalaenopsis Especial 56;;phalaenopsis;3;AD;Nível de Dificuldade no Cultivo: Médio;Clima: Quente;Sombreamento: 70%;Umidade no Ambiente: Média
